Plate,Well,Extraction,Date,SampleOrigin,Tissue,Site,Tree,SampleWeight,Conc,F,R,SampleID
15,H10,18,29/06/2022,Microbiome,Soil,LNGDL,A18,0.33,48.27716683,F16,R24,Soil-ITS-F16-R24
15,A11,18,29/06/2022,Microbiome,Soil,LWBKR,C2,0.39,62.49821097,F17,R17,Soil-ITS-F17-R17
15,B11,18,29/06/2022,Microbiome,Soil,MCOU,C3,0.59,67.85683638,F17,R18,Soil-ITS-F17-R18
15,C11,18,29/06/2022,Microbiome,Soil,MCOU,C1,0.27,43.20855548,F17,R19,Soil-ITS-F17-R19
15,D11,18,29/06/2022,Microbiome,Soil,MTRD,C5,0.26,36.67269233,F17,R20,Soil-ITS-F17-R20
15,E11,18,29/06/2022,Microbiome,Soil,MTRD,C2,0.31,17.3716848,F17,R21,Soil-ITS-F17-R21
15,F11,18,29/06/2022,Microbiome,Soil,RCHMD,A13,0.3,24.69022542,F17,R22,Soil-ITS-F17-R22
15,G11,18,29/06/2022,Microbiome,Soil,STHWK,A19,0.28,47.34698947,F17,R23,Soil-ITS-F17-R23
15,H11,18,29/06/2022,Microbiome,Soil,WINDW,A9,0.23,49.74856059,F17,R24,Soil-ITS-F17-R24
15,A12,18,29/06/2022,Microbiome,Soil,WINDW,A12,0.33,47.28846508,F18,R17,Soil-ITS-F18-R17
15,B12,18,29/06/2022,Microbiome,Soil,WINDW,C2,0.12,41.49117518,F18,R18,Soil-ITS-F18-R18
15,C12,18,29/06/2022,Microbiome,Soil,WINDW,C1,0.42,77.26967588,F18,R19,Soil-ITS-F18-R19
15,D12,18,29/06/2022,Microbiome,Soil,WLDCP,C2,0.31,30.38933548,F18,R20,Soil-ITS-F18-R20
15,E12,18,29/06/2022,Microbiome,Soil,WLDCP,C3,0.26,28.0602487,F18,R21,Soil-ITS-F18-R21
15,F12,18,29/06/2022,Microbiome,Soil,ASHC,C6,0.34,48.75502656,F18,R22,Soil-ITS-F18-R22
15,G12,18,29/06/2022,Microbiome,Soil,ASHC,C1,0.29,40.25019724,F18,R23,Soil-ITS-F18-R23
15,H12,18,29/06/2022,Microbiome,Soil,ATTP,A17,0.36,18.52729229,F18,R24,Soil-ITS-F18-R24
11,A7,18,29/06/2022,Microbiome,Soil,BBW,C3,0.36,-4.174730056,F19,R17,Soil-ITS-F19-R17
11,B7,18,29/06/2022,Microbiome,Soil,CDS,C4,0.32,7.660212302,F19,R18,Soil-ITS-F19-R18
11,C7,18,29/06/2022,Microbiome,Soil,GMKW,A8,0.15,13.10177613,F19,R19,Soil-ITS-F19-R19
11,D7,18,29/06/2022,Microbiome,Soil,GMKW,A18,0.37,37.82958971,F19,R20,Soil-ITS-F19-R20
11,E7,18,29/06/2022,Microbiome,Soil,GMKW,C2,0.28,33.51984913,F19,R21,Soil-ITS-F19-R21
11,F7,18,29/06/2022,Microbiome,Soil,GMKW,A20,0.17,19.32083736,F19,R22,Soil-ITS-F19-R22
11,G7,18,29/06/2022,Microbiome,Soil,HLKH,A10,0.4,26.032283,F19,R23,Soil-ITS-F19-R23
11,H7,18,29/06/2022,Microbiome,Soil,HLKH,A15,0.37,26.84741604,F19,R24,Soil-ITS-F19-R24
16,A1,18,29/06/2022,Microbiome,Soil,HLKH,A9,0.3,5.832714674,F20,R17,Soil-ITS-F20-R17
16,B1,18,29/06/2022,Microbiome,Soil,HRWD,C2,0.33,20.15063471,F20,R18,Soil-ITS-F20-R18
16,C1,18,29/06/2022,Microbiome,Soil,HTCH,A9,0.31,31.66183835,F20,R19,Soil-ITS-F20-R19
16,D1,18,29/06/2022,Microbiome,Soil,HTCH,A18,0.3,43.31517266,F20,R20,Soil-ITS-F20-R20
16,E1,18,29/06/2022,Microbiome,Soil,LNGDL,A14,0.5,36.99829659,F20,R21,Soil-ITS-F20-R21
16,F1,18,29/06/2022,Microbiome,Soil,LNGDL,A7,0.38,7.74016503,F20,R22,Soil-ITS-F20-R22
16,G1,18,29/06/2022,Microbiome,Soil,MALDW,C3,0.21,2.199216573,F20,R23,Soil-ITS-F20-R23
16,H1,18,29/06/2022,Microbiome,Soil,MOCCA,C1,0.23,2.919764612,F20,R24,Soil-ITS-F20-R24
11,A9,18,29/06/2022,Microbiome,Soil,RCHMD,A17,0.28,13.25837714,F21,R17,Soil-ITS-F21-R17
11,B9,18,29/06/2022,Microbiome,Soil,RCHMD,A12,0.1,13.43388777,F21,R18,Soil-ITS-F21-R18
11,C9,18,29/06/2022,Microbiome,Soil,RWDN,C1,0.44,42.73443249,F21,R19,Soil-ITS-F21-R19
11,D9,18,29/06/2022,Microbiome,Soil,RWDN,C2,0.49,38.57587706,F21,R20,Soil-ITS-F21-R20
11,E9,18,29/06/2022,Microbiome,Soil,STHWK,A20,0.4,45.39591531,F21,R21,Soil-ITS-F21-R21
11,F9,18,29/06/2022,Microbiome,Soil,STHWK,A17,0.29,24.80022042,F21,R22,Soil-ITS-F21-R22
11,G9,18,29/06/2022,Microbiome,Soil,STHWK,A18,0.29,33.88519029,F21,R23,Soil-ITS-F21-R23
11,H9,18,29/06/2022,Microbiome,Soil,STRTS,C1,0.34,17.92556458,F21,R24,Soil-ITS-F21-R24
16,A2,18,29/06/2022,Microbiome,Soil,TAWWD,C2,0.21,13.64391871,F22,R17,Soil-ITS-F22-R17
16,B2,18,29/06/2022,Microbiome,Soil,Negctrl,Negctrl,0,23.51137692,F22,R18,Soil-ITS-F22-R18
16,C2,18,29/06/2022,Microbiome,Soil,WLDCP,C4,0.25,23.43858577,F22,R19,Soil-ITS-F22-R19
16,D2,18,29/06/2022,Microbiome,Soil,ANCST,C5,0.36,21.27379683,F22,R20,Soil-ITS-F22-R20
16,E2,18,29/06/2022,Microbiome,Soil,ATTP,A10,0.35,24.69935308,F22,R21,Soil-ITS-F22-R21
16,F2,18,29/06/2022,Microbiome,Soil,CDPM,C5,0.24,10.33986002,F22,R22,Soil-ITS-F22-R22
16,G2,18,29/06/2022,Microbiome,Soil,CROC,C4,0.31,12.36673695,F22,R23,Soil-ITS-F22-R23
16,H2,18,29/06/2022,Microbiome,Soil,GMKW,A15,0.47,11.85075583,F22,R24,Soil-ITS-F22-R24
11,A11,18,29/06/2022,Microbiome,Soil,GMKW,C4,0.4,54.67613158,F23,R17,Soil-ITS-F23-R17
11,B11,18,29/06/2022,Microbiome,Soil,GMKW,C1,0.43,35.11431545,F23,R18,Soil-ITS-F23-R18
11,C11,18,29/06/2022,Microbiome,Soil,HLKH,C4,0.39,35.90723428,F23,R19,Soil-ITS-F23-R19
11,D11,18,29/06/2022,Microbiome,Soil,HOEF,A12,0.25,9.344453414,F23,R20,Soil-ITS-F23-R20
11,E11,18,29/06/2022,Microbiome,Soil,HOEF,A6,0.38,26.55073699,F23,R21,Soil-ITS-F23-R21
11,F11,18,29/06/2022,Microbiome,Soil,HOEF,A10,0.31,23.82628331,F23,R22,Soil-ITS-F23-R22
11,G11,18,29/06/2022,Microbiome,Soil,HTCH,A19,0.27,-0.767694241,F23,R23,Soil-ITS-F23-R23
11,H11,18,29/06/2022,Microbiome,Soil,HTCH,A10,0.39,6.050324541,F23,R24,Soil-ITS-F23-R24
11,A12,18,29/06/2022,Microbiome,Soil,HTCH,A16,0.29,62.47341154,F24,R17,Soil-ITS-F24-R17
11,B12,18,29/06/2022,Microbiome,Soil,LINEAG,C1,0.44,48.9394492,F24,R18,Soil-ITS-F24-R18
11,C12,18,29/06/2022,Microbiome,Soil,LNGDL,A16,0.38,69.22267642,F24,R19,Soil-ITS-F24-R19
11,D12,18,29/06/2022,Microbiome,Soil,LNGDL,C4,0.37,68.72056181,F24,R20,Soil-ITS-F24-R20
11,E12,18,29/06/2022,Microbiome,Soil,MOCCA,A13,0.2,29.57297126,F24,R21,Soil-ITS-F24-R21
11,F12,18,29/06/2022,Microbiome,Soil,MOCCA,A7,0.45,23.32637176,F24,R22,Soil-ITS-F24-R22
11,G12,18,29/06/2022,Microbiome,Soil,MOCCA,A17,0.26,36.9595637,F24,R23,Soil-ITS-F24-R23
11,H12,18,29/06/2022,Microbiome,Soil,MTRD,C1,0.26,-2.091000317,F24,R24,Soil-ITS-F24-R24
16,A3,18,29/06/2022,Microbiome,Soil,RCHMD,A9,0.16,29.14153098,F13,R1,Soil-ITS-F13-R1
16,B3,18,29/06/2022,Microbiome,Soil,RCHMD,A16,0.18,26.78598166,F13,R2,Soil-ITS-F13-R2
16,C3,18,29/06/2022,Microbiome,Soil,RCHMD,C5,0.23,18.47559447,F13,R3,Soil-ITS-F13-R3
16,D3,18,29/06/2022,Microbiome,Soil,SAW,C2,0.22,28.09975075,F13,R4,Soil-ITS-F13-R4
16,E3,18,29/06/2022,Microbiome,Soil,STRTS,C5,0.24,39.21309589,F13,R5,Soil-ITS-F13-R5
16,F3,18,29/06/2022,Microbiome,Soil,TAWWD,C5,0.36,38.04552274,F13,R6,Soil-ITS-F13-R6
16,G3,18,29/06/2022,Microbiome,Soil,WINDW,A17,0.24,4.42260661,F13,R7,Soil-ITS-F13-R7
16,H3,18,29/06/2022,Microbiome,Soil,WINDW,A15,0.32,0.256636241,F13,R8,Soil-ITS-F13-R8
16,A4,18,29/06/2022,Microbiome,Soil,CDS,C1,0.22,10.88636893,F14,R1,Soil-ITS-F14-R1
16,B4,18,29/06/2022,Microbiome,Soil,CDS,C2,0.23,22.13102963,F14,R2,Soil-ITS-F14-R2
16,C4,18,29/06/2022,Microbiome,Soil,HLKH,A11,0.24,39.87634679,F14,R3,Soil-ITS-F14-R3
16,D4,18,29/06/2022,Microbiome,Soil,HRWD,C1,0.27,14.28216442,F14,R4,Soil-ITS-F14-R4
16,E4,18,29/06/2022,Microbiome,Soil,LNGDL,A20,0.21,47.29444791,F14,R5,Soil-ITS-F14-R5
16,F4,18,29/06/2022,Microbiome,Soil,LWBKR,C4,0.26,33.11282912,F14,R6,Soil-ITS-F14-R6
16,G4,18,29/06/2022,Microbiome,Soil,SLCY,C5,0.23,15.03899298,F14,R7,Soil-ITS-F14-R7
16,H4,18,29/06/2022,Microbiome,Soil,STHWK,C2,0.26,19.41858122,F14,R8,Soil-ITS-F14-R8
16,A5,18,29/06/2022,Microbiome,Soil,WINDW,A20,0.3,12.62545619,F15,R1,Soil-ITS-F15-R1
16,B5,18,29/06/2022,Microbiome,Soil,WLDCP,C5,0.36,16.20288439,F15,R2,Soil-ITS-F15-R2
16,C5,18,29/06/2022,Microbiome,Soil,MOCCA,CE28,0.21,24.35679746,F15,R3,Soil-ITS-F15-R3
16,D5,18,29/06/2022,Microbiome,Soil,MOCCA,E39,0.23,41.65746729,F15,R4,Soil-ITS-F15-R4
16,E5,18,29/06/2022,Microbiome,Soil,MOCCA,CE22,0.26,29.95788107,F15,R5,Soil-ITS-F15-R5
16,F5,18,29/06/2022,Microbiome,Soil,MOCCA,E40,0.34,42.26702608,F15,R6,Soil-ITS-F15-R6
16,G5,18,29/06/2022,Microbiome,Soil,MOCCA,E45,0.34,30.23439541,F15,R7,Soil-ITS-F15-R7
16,H5,18,29/06/2022,Microbiome,Soil,MOCCA,CE27,0.27,27.07047311,F15,R8,Soil-ITS-F15-R8
12,A4,18,29/06/2022,Microbiome,Soil,MOCCA,E38,0.52,57.09077963,F16,R1,Soil-ITS-F16-R1
12,B4,18,29/06/2022,Microbiome,Soil,MOCCA,E31,0.37,62.4341236,F16,R2,Soil-ITS-F16-R2
12,C4,19,25/07/2022,Microbiome,Soil,MOCCA,E32,0.33,59.0251601,F16,R3,Soil-ITS-F16-R3
12,D4,19,25/07/2022,Microbiome,Soil,MOCCA,CE26,0.21,52.95397943,F16,R4,Soil-ITS-F16-R4
12,E4,19,25/07/2022,Microbiome,Soil,MOCCA,CE23,0.23,27.46005095,F16,R5,Soil-ITS-F16-R5
12,F4,19,25/07/2022,Microbiome,Soil,MOCCA,E41,0.31,47.03205623,F16,R6,Soil-ITS-F16-R6
12,G4,19,25/07/2022,Microbiome,Soil,MOCCA,E43,0.32,18.00322253,F16,R7,Soil-ITS-F16-R7
12,H4,19,25/07/2022,Microbiome,Soil,MOCCA,CE21,0.36,36.52372455,F16,R8,Soil-ITS-F16-R8
16,A6,19,25/07/2022,Microbiome,Soil,MOCCA,E33,0.32,59.0136701,F17,R1,Soil-ITS-F17-R1
16,B6,19,25/07/2022,Microbiome,Soil,MOCCA,E42,0.44,33.32092437,F17,R2,Soil-ITS-F17-R2
16,C6,19,25/07/2022,Microbiome,Soil,MOCCA,E35,0.22,34.64098311,F17,R3,Soil-ITS-F17-R3
16,D6,19,25/07/2022,Microbiome,Soil,STHWK,E35,0.37,41.94970575,F17,R4,Soil-ITS-F17-R4
16,E6,19,25/07/2022,Microbiome,Soil,STHWK,E34,0.31,38.09729727,F17,R5,Soil-ITS-F17-R5
16,F6,19,25/07/2022,Microbiome,Soil,STHWK,E40,0.39,46.47127125,F17,R6,Soil-ITS-F17-R6
16,G6,19,25/07/2022,Microbiome,Soil,STHWK,CE21,0.3,20.71002974,F17,R7,Soil-ITS-F17-R7
16,H6,19,25/07/2022,Microbiome,Soil,STHWK,CE25,0.25,63.65466219,F17,R8,Soil-ITS-F17-R8
12,A6,19,25/07/2022,Microbiome,Soil,STHWK,E32,0.25,37.71089973,F18,R1,Soil-ITS-F18-R1
12,B6,19,25/07/2022,Microbiome,Soil,STHWK,E36,0.34,45.25088038,F18,R2,Soil-ITS-F18-R2
12,C6,19,25/07/2022,Microbiome,Soil,STHWK,CE23,0.37,41.20523189,F18,R3,Soil-ITS-F18-R3
12,D6,19,25/07/2022,Microbiome,Soil,STHWK,CE28,0.36,33.24657761,F18,R4,Soil-ITS-F18-R4
12,E6,19,25/07/2022,Microbiome,Soil,STHWK,E39,0.25,40.63665823,F18,R5,Soil-ITS-F18-R5
12,F6,19,25/07/2022,Microbiome,Soil,STHWK,E43,0.37,45.93584916,F18,R6,Soil-ITS-F18-R6
12,G6,19,25/07/2022,Microbiome,Soil,STHWK,CE29,0.27,10.61874135,F18,R7,Soil-ITS-F18-R7
12,H6,19,25/07/2022,Microbiome,Soil,MOCCA,E34,0.45,24.0903754,F18,R8,Soil-ITS-F18-R8
12,A7,19,25/07/2022,Microbiome,Soil,MOCCA,E37,0.33,38.57000223,F19,R1,Soil-ITS-F19-R1
12,B7,19,25/07/2022,Microbiome,Soil,MOCCA,CE25,0.23,55.49833278,F19,R2,Soil-ITS-F19-R2
12,C7,19,25/07/2022,Microbiome,Soil,MOCCA,CE24,0.51,60.17102787,F19,R3,Soil-ITS-F19-R3
12,D7,19,25/07/2022,Microbiome,Soil,MOCCA,E44,0.37,42.36450162,F19,R4,Soil-ITS-F19-R4
12,E7,19,25/07/2022,Microbiome,Soil,MOCCA,CE30,0.31,39.88743347,F19,R5,Soil-ITS-F19-R5
12,F7,19,25/07/2022,Microbiome,Soil,MOCCA,E36,0.37,38.33427456,F19,R6,Soil-ITS-F19-R6
12,G7,19,25/07/2022,Microbiome,Soil,MOCCA,CE29,0.33,20.7486971,F19,R7,Soil-ITS-F19-R7
12,H7,19,25/07/2022,Microbiome,Soil,STHWK,E33,0.18,23.96489264,F19,R8,Soil-ITS-F19-R8
16,A7,19,25/07/2022,Microbiome,Soil,STHWK,CE26,0.37,42.09636189,F20,R1,Soil-ITS-F20-R1
16,B7,19,25/07/2022,Microbiome,Soil,STHWK,E42,0.35,45.7402149,F20,R2,Soil-ITS-F20-R2
16,C7,19,25/07/2022,Microbiome,Soil,STHWK,E38,0.41,32.22345776,F20,R3,Soil-ITS-F20-R3
16,D7,19,25/07/2022,Microbiome,Soil,STHWK,E31,0.26,35.06637798,F20,R4,Soil-ITS-F20-R4
16,E7,19,25/07/2022,Microbiome,Soil,STHWK,E44,0.28,42.60467272,F20,R5,Soil-ITS-F20-R5
16,F7,19,25/07/2022,Microbiome,Soil,STHWK,CE22,0.41,45.11447178,F20,R6,Soil-ITS-F20-R6
16,G7,19,25/07/2022,Microbiome,Soil,STHWK,CE27,0.32,15.87099049,F20,R7,Soil-ITS-F20-R7
16,H7,19,25/07/2022,Microbiome,Soil,STHWK,CE24,0.29,40.52172588,F20,R8,Soil-ITS-F20-R8
16,A8,19,25/07/2022,Microbiome,Soil,STHWK,E37,0.27,41.02021872,F21,R1,Soil-ITS-F21-R1
16,B8,19,25/07/2022,Microbiome,Soil,STHWK,E45,0.33,50.89151209,F21,R2,Soil-ITS-F21-R2
16,C8,19,25/07/2022,Microbiome,Soil,STHWK,E41,0.31,10.81963732,F21,R3,Soil-ITS-F21-R3
16,D8,19,25/07/2022,Microbiome,Soil,STHWK,CE30,0.18,9.864684893,F21,R4,Soil-ITS-F21-R4
16,E8,19,25/07/2022,Microbiome,Soil,Negctrl,NA,0,11.09760901,F21,R5,Soil-ITS-F21-R5
16,F8,19,25/07/2022,Microbiome,Soil,Negctrl,NA,0,5.94539139,F21,R6,Soil-ITS-F21-R6
16,G8,R13,20,Microbiome,Soil,26/07/2022,Negctrl,0,19.72209502,F21,R7,Soil-ITS-F21-R7
16,H8,R14,20,Microbiome,Soil,26/07/2022,Negctrl,0,-2.372359293,F21,R8,Soil-ITS-F21-R8
12,B12,11/11/2022,Leaf_PCR,Microbiome,Soil,PCR Negative,PCR Negative,0,29.48503236,F24,R2,Soil-ITS-F24-R2
